token_context,word_context,seg_context,sent_cotext,label
"['Acommonlexicalsemanticrepresentationinthecomputationallinguisticsliteratureisaframe-basedmodelwheresyntacticargumentsareassociatedwithvarioussemanticroles(essentiallyframeslots).', 'Verbsareview', ""ThisapproachhasitsFillmore'sandservesasthefoundationfortwocurrentlarge-scalesemanticannotationprojects:FrameNet #TAUTHOR_TAGandPropBank #AUTHOR_TAG.""]","['Acommonlexicalsemanticrepresentationinthecomputationallinguisticsliteratureisaframe-basedmodelwheresyntacticargumentsareassociatedwithvarioussemanticroles(essentiallyframeslots).', 'Verbsareviewed', ""ThisapproachhasitsFillmore'sandservesasthefoundationfortwocurrentlarge-scalesemanticannotationprojects:FrameNet #TAUTHOR_TAGandPropBank #AUTHOR_TAG.""]","['Acommonlexicalsemanticrepresentationinthecomputationallinguisticsliteratureisaframe-basedmodelwheresyntacticargumentsareassociatedwithvarioussemanticroles(essentiallyframeslots).', 'Verbsareviewed', ""ThisapproachhasitsFillmore'sandservesasthefoundationfortwocurrentlarge-scalesemanticannotationprojects:FrameNet #TAUTHOR_TAGandPropBank #AUTHOR_TAG.""]","['Acommonlexicalsemanticrepresentationinthecomputationallinguisticsliteratureisaframe-basedmodelwheresyntacticargumentsareassociatedwithvarioussemanticroles(essentiallyframeslots).', '', ""ThisapproachhasitsrootsinFillmore's #AUTHOR_TAG,andservesasthefoundationfortwocurrentlarge-scalesemanticannotationprojects:FrameNet #TAUTHOR_TAGandPropBank #AUTHOR_TAG.""]",0
"['Thereisageneralconsensusamongtheoreticallinguiststhattheproperrepresentationofverbalargumentstructureiseventstructure--representationsgroundedinatheoryofeventsthatdecomposesemanticrolesintermsofprimitivepredicatesrepresentingconceptssuchascausalityandinchoativity #TAUTHOR_TAGb; #AUTHOR_TAG.', 'Considertheexample:']","['Thereisageneralconsensusamongtheoreticallinguiststhattheproperrepresentationofverbalargumentstructureiseventstructure--representationsgroundedinatheoryofeventsthatdecomposesemanticrolesintermsofprimitivepredicatesrepresentingconceptssuchascausalityandinchoativity #TAUTHOR_TAGb; #AUTHOR_TAG.', 'Considertheexample:']","['Thereisageneralconsensusamongtheoreticallinguiststhattheproperrepresentationofverbalargumentstructureiseventstructure--representationsgroundedinatheoryofeventsthatdecomposesemanticrolesintermsofprimitivepredicatesrepresentingconceptssuchascausalityandinchoativity #TAUTHOR_TAGb; #AUTHOR_TAG.', 'Considerthefollowingexample:']","['Thereisageneralconsensusamongtheoreticallinguiststhattheproperrepresentationofverbalargumentstructureiseventstructure--representationsgroundedinatheoryofeventsthatdecomposesemanticrolesintermsofprimitivepredicatesrepresentingconceptssuchascausalityandinchoativity #TAUTHOR_TAGb; #AUTHOR_TAG.', 'Considerthefollowingexample:']",0
"['Theunderstandingofnaturallanguagetextincludesnotonlyanalysisofsyntacticstructure,butalsoofsemanticcontent.', 'Duetoadvancesinstatisticalsyntacticparsingtechniques #TAUTHOR_TAG,attentionhasrecentlyshiftedtowardstheharderquestionofanalyzingthemeaningofnaturallanguagesentences.']","['Theunderstandingofnaturallanguagetextincludesnotonlyanalysisofsyntacticstructure,butalsoofsemanticcontent.', 'Duetoadvancesinstatisticalsyntacticparsingtechniques #TAUTHOR_TAG,attentionhasrecentlyshiftedtowardstheharderquestionofanalyzingthemeaningofnaturallanguagesentences.']","['Theunderstandingofnaturallanguagetextincludesnotonlyanalysisofsyntacticstructure,butalsoofsemanticcontent.', 'Duetoadvancesinstatisticalsyntacticparsingtechniques #TAUTHOR_TAG,attentionhasrecentlyshiftedtowardstheharderquestionofanalyzingthemeaningofnaturallanguagesentences.']","['Theunderstandingofnaturallanguagetextincludesnotonlyanalysisofsyntacticstructure,butalsoofsemanticcontent.', 'Duetoadvancesinstatisticalsyntacticparsingtechniques #TAUTHOR_TAG,attentionhasrecentlyshiftedtowardstheharderquestionofanalyzingthemeaningofnaturallanguagesentences.']",0
"['Thereisageneralconsensusamongtheoreticallinguiststhattheproperrepresentationofverbalargumentstructureiseventstructure--representationsgroundedinatheoryofeventsthatdecomposesemanticrolesintermsofprimitivepredicatesrepresentingconceptssuchascausalityandinchoativity #TAUTHOR_TAGb; #AUTHOR_TAG.', 'Considertheexample:']","['Thereisageneralconsensusamongtheoreticallinguiststhattheproperrepresentationofverbalargumentstructureiseventstructure--representationsgroundedinatheoryofeventsthatdecomposesemanticrolesintermsofprimitivepredicatesrepresentingconceptssuchascausalityandinchoativity #TAUTHOR_TAGb; #AUTHOR_TAG.', 'Considertheexample:']","['Thereisageneralconsensusamongtheoreticallinguiststhattheproperrepresentationofverbalargumentstructureiseventstructure--representationsgroundedinatheoryofeventsthatdecomposesemanticrolesintermsofprimitivepredicatesrepresentingconceptssuchascausalityandinchoativity #TAUTHOR_TAGb; #AUTHOR_TAG.', 'Considerthefollowingexample:']","['Thereisageneralconsensusamongtheoreticallinguiststhattheproperrepresentationofverbalargumentstructureiseventstructure--representationsgroundedinatheoryofeventsthatdecomposesemanticrolesintermsofprimitivepredicatesrepresentingconceptssuchascausalityandinchoativity #TAUTHOR_TAGb; #AUTHOR_TAG.', 'Considerthefollowingexample:']",0
"[' #TAUTHOR_TAGhasdevelopedanagenda-drivenchartparserforthefeature-drivenformalismdescribedabove;pleaserefertohispaperforadescriptionoftheparsingalgorithm.', 'Ihaveadapteditformyneedsanddevelopedgrammarfragmentsthatreflectmynon-lexicalistsemanticframework.', 'Asan,asimplifiedderivationofthesentence""Thetflatt.""isshownin1.']","[' #TAUTHOR_TAGhasdevelopedanagenda-drivenchartparserforthefeature-drivenformalismdescribedabove;pleaserefertohispaperforadescriptionoftheparsingalgorithm.', 'Ihaveadapteditformyneedsanddevelopedgrammarfragmentsthatreflectmynon-lexicalistsemanticframework.', 'Asanexample,asimplifiedderivationofthesentence""Thetireflattened.""isshownin1.']","[' #TAUTHOR_TAGhasdevelopedanagenda-drivenchartparserforthefeature-drivenformalismdescribedabove;pleaserefertohispaperforadescriptionoftheparsingalgorithm.', 'Ihaveadapteditformyneedsanddevelopedgrammarfragmentsthatreflectmynon-lexicalistsemanticframework.', 'Asanexample,asimplifiedderivationofthesentence""Thetireflattened.""isshowninFigure1.']","[' #TAUTHOR_TAGhasdevelopedanagenda-drivenchartparserforthefeature-drivenformalismdescribedabove;pleaserefertohispaperforadescriptionoftheparsingalgorithm.', 'Ihaveadapteditformyneedsanddevelopedgrammarfragmentsthatreflectmynon-lexicalistsemanticframework.', 'Asanexample,asimplifiedderivationofthesentence""Thetireflattened.""isshowninFigure1.']",2
"['Thetypicalsolutiontotheredundancyproblemistogroupverbsaccordingtotheirargumentrealizationpatterns #TAUTHOR_TAG,possiblyarrangedaninheritancehierarchy.', 'Theargumentstructureandsyntax-tosemanticsmappingwouldthenonlyneedtobespecifiedonceforeachverbclass.', '']","['Thetypicalsolutiontotheredundancyproblemistogroupverbsaccordingtotheirargumentrealizationpatterns #TAUTHOR_TAG,possiblyarrangedaninheritancehierarchy.', 'Theargumentstructureandsyntax-tosemanticsmappingwouldthenonlyneedtobespecifiedonceforeachverbclass.', '']","['Thetypicalsolutiontotheredundancyproblemistogroupverbsaccordingtotheirargumentrealizationpatterns #TAUTHOR_TAG,possiblyarrangedaninheritancehierarchy.', 'Theargumentstructureandsyntax-tosemanticsmappingwouldthenonlyneedtobespecifiedonceforeachverbclass.', '']","['Thetypicalsolutiontotheredundancyproblemistogroupverbsaccordingtotheirargumentrealizationpatterns #TAUTHOR_TAG,possiblyarrangedinaninheritancehierarchy.', 'Theargumentstructureandsyntax-tosemanticsmappingwouldthenonlyneedtobespecifiedonceforeachverbclass.', '']",1
"['Thereisageneralconsensusamongtheoreticallinguiststhattheproperrepresentationofverbalargumentstructureiseventstructure--representationsgroundedinatheoryofeventsthatdecomposesemanticrolesintermsofprimitivepredicatesrepresentingconceptssuchascausalityandinchoativity #AUTHOR_TAGb;Rappaport #TAUTHOR_TAG.', 'Considerthefollowingexample:']","['Thereisageneralconsensusamongtheoreticallinguiststhattheproperrepresentationofverbalargumentstructureiseventstructure--representationsgroundedinatheoryofeventsthatdecomposesemanticrolesintermsofprimitivepredicatesrepresentingconceptssuchascausalityandinchoativity #AUTHOR_TAGb;Rappaport #TAUTHOR_TAG.', 'Considerthefollowingexample:']","['Thereisageneralconsensusamongtheoreticallinguiststhattheproperrepresentationofverbalargumentstructureiseventstructure--representationsgroundedinatheoryofeventsthatdecomposesemanticrolesintermsofprimitivepredicatesrepresentingconceptssuchascausalityandinchoativity #AUTHOR_TAGb;Rappaport #TAUTHOR_TAG.', 'Considerthefollowingexample:']","['Thereisageneralconsensusamongtheoreticallinguiststhattheproperrepresentationofverbalargumentstructureiseventstructure--representationsgroundedinatheoryofeventsthatdecomposesemanticrolesintermsofprimitivepredicatesrepresentingconceptssuchascausalityandinchoativity #AUTHOR_TAGb;Rappaport #TAUTHOR_TAG.', 'Considerthefollowingexample:']",0
"['Dowtybreakstheeventdescribedby(2)intotwosubevents,theactivityofstheflooranditsresult,state.', ""Amorerecentapproach,advocatedby #AUTHOR_TAGdescribesabasicsetofeventtemplatescorrespondingtoVendler'seventclasses #TAUTHOR_TAG:(3)a.[xACT<MANNER>](activity)b.[x<STATE>](state)c.[BECOME[x<STATE>]](achievement)d.[xCAUSE[BECOME[x<STATE>]]](accomplishment)""]","['Dowtybreakstheeventdescribedby(2)intotwosubevents,theactivityoftheflooranditsresult,stateclean.', ""Amorerecentapproach,advocatedby #AUTHOR_TAGdescribesabasicsetofeventtemplatescorrespondingtoVendler'seventclasses #TAUTHOR_TAG:(3)a.[xACT<MANNER>](activity)b.[x<STATE>](state)c.[BECOME[x<STATE>]](achievement)d.[xCAUSE[BECOME[x<STATE>]]](accomplishment)""]","['Dowtybreakstheeventdescribedby(2)intotwosubevents,theactivityofsingtheflooranditsresult,thestate.', ""Amorerecentapproach,advocatedby #AUTHOR_TAGdescribesabasicsetofeventtemplatescorrespondingtoVendler'seventclasses #TAUTHOR_TAG:(3)a.[xACT<MANNER>](activity)b.[x<STATE>](state)c.[BECOME[x<STATE>]](achievement)d.[xCAUSE[BECOME[x<STATE>]]](accomplishment)""]","['Dowtybreakstheeventdescribedby(2)intotwosubevents,theactivityofsweepingtheflooranditsresult,thestateofthefloorbeingclean.', ""Amorerecentapproach,advocatedby #AUTHOR_TAG,describesabasicsetofeventtemplatescorrespondingtoVendler'seventclasses #TAUTHOR_TAG:(3)a.[xACT<MANNER>](activity)b.[x<STATE>](state)c.[BECOME[x<STATE>]](achievement)d.[xCAUSE[BECOME[x<STATE>]]](accomplishment)""]",0
"['', '', '', '', '', '', 'Afterembeddingthesecretmessage,modifieddeepstructureformsareconvertedintothesurfacestructureformatvialanguagegenerationtools.', ' #TAUTHOR_TAGb)and #AUTHOR_TAGa)attainedtheembeddingcapacityof0.5bitspersentencewiththesyntactictransformationmethod.']","['', '', '', '', '', '', 'Afterembeddingthesecretmessage,modifieddeepstructureformsareconvertedintothesurfacestructureformatvialanguagegenerationtools.', ' #TAUTHOR_TAGb)and #AUTHOR_TAGa)attainedtheembeddingcapacityof0.5bitspersentencewiththesyntactictransformationmethod.']","['', '', '', '', '', '', 'Afterembeddingthesecretmessage,modifieddeepstructureformsareconvertedintothesurfacestructureformatvialanguagegenerationtools.', ' #TAUTHOR_TAGb)and #AUTHOR_TAGa)attainedtheembeddingcapacityof0.5bitspersentencewiththesyntactictransformationmethod.']","['', '', '', '', '', '', 'Afterembeddingthesecretmessage,modifieddeepstructureformsareconvertedintothesurfacestructureformatvialanguagegenerationtools.', ' #TAUTHOR_TAGb)and #AUTHOR_TAGa)attainedtheembeddingcapacityof0.5bitspersentencewiththesyntactictransformationmethod.']",0
"['Thesimplestandmoststraightforwardsubliminalmodificationoftextistosubstituteselectedwordswiththeirsynonyms.', 'Thefirstlexicalsubstitutionmethodwasproposedby #TAUTHOR_TAG.', 'Laterworks,suchas #AUTHOR_TAGa), #AUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAGb),furthermadeuseofpart-ofspeechtaggersandelectronicdictionaries,suchasWordNetandVerbNet,totherobustnessofmethod.', '', '']","['Thesimplestandmoststraightforwardsubliminalmodificationoftextistosubstituteselectedwordswiththeirsynonyms.', 'Thefirstlexicalsubstitutionmethodwasproposedby #TAUTHOR_TAG.', 'Laterworks,suchas #AUTHOR_TAGa), #AUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAGb),furthermadeuseofpart-ofspeechtaggersandelectronicdictionaries,suchasWordNetandVerbNet,totherobustnessofmethod.', '', '']","['Thesimplestandmoststraightforwardsubliminalmodificationoftextistosubstituteselectedwordswiththeirsynonyms.', 'Thefirstlexicalsubstitutionmethodwasproposedby #TAUTHOR_TAG.', 'Laterworks,suchas #AUTHOR_TAGa), #AUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAGb),furthermadeuseofpart-ofspeechtaggersandelectronicdictionaries,suchasWordNetandVerbNet,totherobustnessofthemethod.', '', '']","['Thesimplestandmoststraightforwardsubliminalmodificationoftextistosubstituteselectedwordswiththeirsynonyms.', 'Thefirstlexicalsubstitutionmethodwasproposedby #TAUTHOR_TAG.', 'Laterworks,suchas #AUTHOR_TAGa), #AUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAGb),furthermadeuseofpart-ofspeechtaggersandelectronicdictionaries,suchasWordNetandVerbNet,toincreasetherobustnessofthemethod.', '', '']",0
"['sy', '', '', 'embeddedinformationinthestructureofthetextbyadjustingthestructuralpropertiesofintermediaterepresentationsofsentences.', 'ofperforminglexicalsubstitutiondirectlytothetextthesecretmessageisembeddedintosyntacticparsetreesofthesentences.', ' #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAGand #AUTHOR_TAGa)allbelongtothesyntactictransformationcategory.', '', '']","['', '', '', 'embeddedinformationinthestructureofthetextbyadjustingthestructuralpropertiesofintermediaterepresentationsofsentences.', 'ofperforminglexicalsubstitutiondirectlytothetext,thesecretmessageisembeddedintosyntacticparsetreesofthesentences.', ' #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAGand #AUTHOR_TAGa)allbelongtothesyntactictransformationcategory.', '', '']","['sy', '', '', 'embeddedinformationinthetreestructureofthetextbyadjustingthestructuralpropertiesofintermediaterepresentationsofsentences.', 'ofperforminglexicalsubstitutiondirectlytothetext,thesecretmessageisembeddedintosyntacticparsetreesofthesentences.', ' #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAGand #AUTHOR_TAGa)allbelongtothesyntactictransformationcategory.', '', '']","['', '', '', ' #AUTHOR_TAGb)embeddedinformationinthetreestructureofthetextbyadjustingthestructuralpropertiesofintermediaterepresentationsofsentences.', 'Inotherwords,insteadofperforminglexicalsubstitutiondirectlytothetext,thesecretmessageisembeddedintosyntacticparsetreesofthesentences.', ' #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAGand #AUTHOR_TAGa)allbelongtothesyntactictransformationcategory.', '', '']",0
"['Thesimplestandmoststraightforwardsubliminalmodificationoftextistosubstituteselectedwordswiththeirsynonyms.', 'Thefirstlexicalsubstitutionmethodwasproposedby #AUTHOR_TAG.', 'Laterworks,suchas #TAUTHOR_TAGa), #AUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAGb),furthermadeuseofpart-ofspeechtaggersandelectronicdictionaries,suchasWordNetandVerbNet,toincreasetherobustnessofthemethod.', '', '']","['Thesimplestandmoststraightforwardsubliminalmodificationoftextistosubstituteselectedwordswiththeirsynonyms.', 'Thefirstlexicalsubstitutionmethodwasproposedby #AUTHOR_TAG.', 'Laterworks,suchas #TAUTHOR_TAGa), #AUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAGb),furthermadeuseofpart-ofspeechtaggersandelectronicdictionaries,suchasWordNetandVerbNet,toincreasetherobustnessofthemethod.', '', '']","['Thesimplestandmoststraightforwardsubliminalmodificationoftextistosubstituteselectedwordswiththeirsynonyms.', 'Thefirstlexicalsubstitutionmethodwasproposedby #AUTHOR_TAG.', 'Laterworks,suchas #TAUTHOR_TAGa), #AUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAGb),furthermadeuseofpart-ofspeechtaggersandelectronicdictionaries,suchasWordNetandVerbNet,toincreasetherobustnessofthemethod.', '', '']","['Thesimplestandmoststraightforwardsubliminalmodificationoftextistosubstituteselectedwordswiththeirsynonyms.', 'Thefirstlexicalsubstitutionmethodwasproposedby #AUTHOR_TAG.', 'Laterworks,suchas #TAUTHOR_TAGa), #AUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAGb),furthermadeuseofpart-ofspeechtaggersandelectronicdictionaries,suchasWordNetandVerbNet,toincreasetherobustnessofthemethod.', '', '']",0
"['simplestandmoststraightforwardsubliminalmodificationoftextistosubstituteselectedwordswiththeirsynonyms.', 'Thefirstlexicalsubstitutionmethodwasproposedby #AUTHOR_TAG.', 'Laterworks,suchas #AUTHOR_TAGa), #AUTHOR_TAG, #AUTHOR_TAGand #TAUTHOR_TAGb),furthermadeuseofpart-ofspeechtaggersandelectronicdictionaries,suchasWordNetandVerbNet,toincreasetherobustnessofthemethod.', '', '']","['simplestandmoststraightforwardsubliminalmodificationoftextistosubstituteselectedwordswiththeirsynonyms.', 'Thefirstlexicalsubstitutionmethodwasproposedby #AUTHOR_TAG.', 'Laterworks,suchas #AUTHOR_TAGa), #AUTHOR_TAG, #AUTHOR_TAGand #TAUTHOR_TAGb),furthermadeuseofpart-ofspeechtaggersandelectronicdictionaries,suchasWordNetandVerbNet,toincreasetherobustnessofthemethod.', '', '']","['simplestandmoststraightforwardsubliminalmodificationoftextistosubstituteselectedwordswiththeirsynonyms.', 'Thefirstlexicalsubstitutionmethodwasproposedby #AUTHOR_TAG.', 'Laterworks,suchas #AUTHOR_TAGa), #AUTHOR_TAG, #AUTHOR_TAGand #TAUTHOR_TAGb),furthermadeuseofpart-ofspeechtaggersandelectronicdictionaries,suchasWordNetandVerbNet,toincreasetherobustnessofthemethod.', '', '']","['Thesimplestandmoststraightforwardsubliminalmodificationoftextistosubstituteselectedwordswiththeirsynonyms.', 'Thefirstlexicalsubstitutionmethodwasproposedby #AUTHOR_TAG.', 'Laterworks,suchas #AUTHOR_TAGa), #AUTHOR_TAG, #AUTHOR_TAGand #TAUTHOR_TAGb),furthermadeuseofpart-ofspeechtaggersandelectronicdictionaries,suchasWordNetandVerbNet,toincreasetherobustnessofthemethod.', '', '']",0
"['sy', '', '', 'embeddedinformationinthestructureoftextbyadjustingthestructuralpropertiesofintermediaterepresentationsofsentences.', 'ofperforminglexicalsubstitutiondirectlytothetextthesecretmessageisembeddedintosyntacticparsetreesofthesentences.', ' #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAGa)allbelongtothesyntactictransformationcategory.', '', '']","['', '', '', 'embeddedinformationinthestructureoftextbyadjustingthestructuralpropertiesofintermediaterepresentationsofsentences.', 'ofperforminglexicalsubstitutiondirectlytothetext,thesecretmessageisembeddedintosyntacticparsetreesofthesentences.', ' #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAGa)allbelongtothesyntactictransformationcategory.', '', '']","['sy', '', '', 'embeddedinformationinthetreestructureofthetextbyadjustingthestructuralpropertiesofintermediaterepresentationsofsentences.', 'ofperforminglexicalsubstitutiondirectlytothetext,thesecretmessageisembeddedintosyntacticparsetreesofthesentences.', ' #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAGa)allbelongtothesyntactictransformationcategory.', '', '']","['', '', '', ' #AUTHOR_TAGb)embeddedinformationinthetreestructureofthetextbyadjustingthestructuralpropertiesofintermediaterepresentationsofsentences.', 'Inotherwords,insteadofperforminglexicalsubstitutiondirectlytothetext,thesecretmessageisembeddedintosyntacticparsetreesofthesentences.', ' #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAG, #AUTHOR_TAGand #AUTHOR_TAGa)allbelongtothesyntactictransformationcategory.', '', '']",0
