token_context,word_context,seg_context,sent_cotext,label
"['alsomadeuseoftheperson-name/instancepairsautomaticallyextractedby #TAUTHOR_TAG.2Thisdataprovidescountsforpairssuchas""EdwinMoses,hurdler""and""WilliamFarley']","['alsomadeuseoftheperson-name/instancepairsautomaticallyextractedby #TAUTHOR_TAG.2Thisdataprovidescountsforpairssuchas""EdwinMoses,hurdler""and""WilliamFarley']","['alsomadeuseoftheperson-name/instancepairsautomaticallyextractedby #TAUTHOR_TAG.2Thisdataprovidescountsforpairssuchas""EdwinMoses,hurdler""and""WilliamFarley']","['alsomadeuseoftheperson-name/instancepairsautomaticallyextractedby #TAUTHOR_TAG.2Thisdataprovidescountsforpairssuchas""EdwinMoses,hurdler""and""WilliamFarley,industrialist.', 'Wehavefeaturesforallconceptsandthereforelearntheirassociationwitheachverb']",5
"['weevaluateDSPonacommonapplicationofselectionalpreferences:choosingthecorrectantecedentforpronounsintext #AUTHOR_TAG.', ""Westudythecaseswherea9Recallthateventhe #TAUTHOR_TAGsystem,builtontheworld'slargestcorpus,achievesonly34%recall(Table1)(withonly48%ofpositivesand27%ofallpairspreviouslyobserved,butseeFootnote5)."", '']","['weevaluateDSPonacommonapplicationofselectionalpreferences:choosingthecorrectantecedentforpronounsintext #AUTHOR_TAG.', ""Westudythecaseswherea9Recallthateventhe #TAUTHOR_TAGsystem,builtontheworld'slargestcorpus,achievesonly34%recall(Table1)(withonly48%ofpositivesand27%ofallpairspreviouslyobserved,butseeFootnote5)."", '']","['weevaluateDSPonacommonapplicationofselectionalpreferences:choosingthecorrectantecedentforpronounsintext #AUTHOR_TAG.', ""Westudythecaseswherea9Recallthateventhe #TAUTHOR_TAGsystem,builtontheworld'slargestcorpus,achievesonly34%recall(Table1)(withonly48%ofpositivesand27%ofallpairspreviouslyobserved,butseeFootnote5)."", '']","[',weevaluateDSPonacommonapplicationofselectionalpreferences:choosingthecorrectantecedentforpronounsintext #AUTHOR_TAG.', ""Westudythecaseswherea9Recallthateventhe #TAUTHOR_TAGsystem,builtontheworld'slargestcorpus,achievesonly34%recall(Table1)(withonly48%ofpositivesand27%ofallpairspreviouslyobserved,butseeFootnote5)."", '']",1
"[')', 'provideahigh-quality,argument-specificsimilarityrankingofotherverbcontexts.', 'TheDSPparametersforeat,forexample,placehighweightonfeatureslikePr(n|braise),Pr(n|ration),andPr(n|garnish).', "" #TAUTHOR_TAGa)'ssimilarwordlistforeatmissesthesebutincludessleep(ranked6)andsit(ranked14),becausethesehavesimilarsubjectstoeat."", '']","['', 'provideahigh-quality,argument-specificsimilarityrankingofotherverbcontexts.', 'TheDSPparametersforeat,forexample,placehighweightonfeatureslikePr(n|braise),Pr(n|ration),andPr(n|garnish).', "" #TAUTHOR_TAGa)'ssimilarwordlistforeatmissesthesebutincludessleep(ranked6)andsit(ranked14),becausethesehavesimilarsubjectstoeat."", '']","[')', 'provideahigh-quality,argument-specificsimilarityrankingofotherverbcontexts.', 'TheDSPparametersforeat,forexample,placehighweightonfeatureslikePr(n|braise),Pr(n|ration),andPr(n|garnish).', "" #TAUTHOR_TAGa)'ssimilarwordlistforeatmissesthesebutincludessleep(ranked6)andsit(ranked14),becausethesehavesimilarsubjectstoeat."", '']","['', 'provideahigh-quality,argument-specificsimilarityrankingofotherverbcontexts.', 'TheDSPparametersforeat,forexample,placehighweightonfeatureslikePr(n|braise),Pr(n|ration),andPr(n|garnish).', "" #TAUTHOR_TAGa)'ssimilarwordlistforeatmissesthesebutincludessleep(ranked6)andsit(ranked14),becausethesehavesimilarsubjectstoeat."", '']",0
"['beabletoprovideascoreforeachexample.', 'Thesimilarity-smoothedexampleswillbeundefinedifSIMS(w)isempty.', 'Also,the #TAUTHOR_TAGapproachwillbeundefinedifthepairisunobservedontheweb.', '']","['beabletoprovideascoreforeachexample.', 'Thesimilarity-smoothedexampleswillbeundefinedifSIMS(w)isempty.', 'Also,the #TAUTHOR_TAGapproachwillbeundefinedifthepairisunobservedontheweb.', '']","['beabletoprovideascoreforeachexample.', 'Thesimilarity-smoothedexampleswillbeundefinedifSIMS(w)isempty.', 'Also,the #TAUTHOR_TAGapproachwillbeundefinedifthepairisunobservedontheweb.', '']","['', 'notbeabletoprovideascoreforeachexample.', 'Thesimilarity-smoothedexampleswillbeundefinedifSIMS(w)isempty.', 'Also,the #TAUTHOR_TAGapproachwillbeundefinedifthepairisunobservedontheweb.', '']",5
"['trainingexamplesaresimilartothedatacreatedforpseudodisambiguation,theusualevaluationtaskforSPmodels #TAUTHOR_TAG.', 'Thisdataconsistsoftriples(v,n,n′)']","['trainingexamplesaresimilartothedatacreatedforpseudodisambiguation,theusualevaluationtaskforSPmodels #TAUTHOR_TAG.', 'Thisdataconsistsoftriples(v,n,n′)']","['trainingexamplesaresimilartothedatacreatedforpseudodisambiguation,theusualevaluationtaskforSPmodels #TAUTHOR_TAG.', 'Thisdataconsistsoftriples(v,n,n′)']","['trainingexamplesaresimilartothedatacreatedforpseudodisambiguation,theusualevaluationtaskforSPmodels #TAUTHOR_TAG.', '']",1
"['advantageoftuningsimilaritytotheapplicationofinteresthasbeenshownpreviouslyby #TAUTHOR_TAG.', 'Theyoptimizeafewmetaparametersseparatelyforthetasksofthesaurusgenerationandpseudodisambiguation.', 'Ourapproach']","['advantageoftuningsimilaritytotheapplicationofinteresthasbeenshownpreviouslyby #TAUTHOR_TAG.', 'Theyoptimizeafewmetaparametersseparatelyforthetasksofthesaurusgenerationandpseudodisambiguation.', 'Ourapproach,']","['advantageoftuningsimilaritytotheapplicationofinteresthasbeenshownpreviouslyby #TAUTHOR_TAG.', 'Theyoptimizeafewmetaparametersseparatelyforthetasksofthesaurusgenerationandpseudodisambiguation.', 'Ourapproach']","['advantageoftuningsimilaritytotheapplicationofinteresthasbeenshownpreviouslyby #TAUTHOR_TAG.', 'Theyoptimizeafewmetaparametersseparatelyforthetasksofthesaurusgenerationandpseudodisambiguation.', '']",1
"['),whichwasshowntobeabettermeasureofassociationthanco-occurrencefrequencyf(v,n).', 'NormalizingbyPr(v)(yieldingMI)allowsustouseaconstantthresholdacrossallverbs.', 'MIwasalsorecentlyusedforinference-ruleSPsby #TAUTHOR_TAG']","['whichwasshowntobeabettermeasureofassociationthanco-occurrencefrequencyf(v,n).', 'NormalizingbyPr(v)(yieldingMI)allowsustouseaconstantthresholdacrossallverbs.', 'MIwasalsorecentlyusedforinference-ruleSPsby #TAUTHOR_TAG']","['),whichwasshowntobeabettermeasureofassociationthanco-occurrencefrequencyf(v,n).', 'NormalizingbyPr(v)(yieldingMI)allowsustouseaconstantthresholdacrossallverbs.', 'MIwasalsorecentlyusedforinference-ruleSPsby #TAUTHOR_TAG']","['', 'NormalizingbyPr(v)(yieldingMI)allowsustouseaconstantthresholdacrossallverbs.', 'MIwasalsorecentlyusedforinference-ruleSPsby #TAUTHOR_TAG']",0
"['trainingexamplesaresimilartothedatacreatedforpseudodisambiguation,theusualevaluationtaskforSPmodels #TAUTHOR_TAG.', 'Thisdataconsistsoftriples(v,n,n′)']","['trainingexamplesaresimilartothedatacreatedforpseudodisambiguation,theusualevaluationtaskforSPmodels #TAUTHOR_TAG.', 'Thisdataconsistsoftriples(v,n,n′)']","['trainingexamplesaresimilartothedatacreatedforpseudodisambiguation,theusualevaluationtaskforSPmodels #TAUTHOR_TAG.', 'Thisdataconsistsoftriples(v,n,n′)']","['trainingexamplesaresimilartothedatacreatedforpseudodisambiguation,theusualevaluationtaskforSPmodels #TAUTHOR_TAG.', '']",1
"['althoughtheycanalsobeinferredfromclustering #TAUTHOR_TAG.', '']","['althoughtheycanalsobeinferredfromclustering #TAUTHOR_TAG.', '']","['althoughtheycanalsobeinferredfromclustering #TAUTHOR_TAG.', '']","['approachestoSPsgeneralizefromobservedpredicate-argumentpairstosemanticallysimilaronesbymodelingthesemanticclassoftheargument,following #AUTHOR_TAG.', 'Forexample,wemighthaveaclassMexicanFoodandlearnthattheentireclassissuitableforeating.', 'Usually,theclassesarefromWordNet #AUTHOR_TAG,althoughtheycanalsobeinferredfromclustering #TAUTHOR_TAG.', ' #AUTHOR_TAGcompareanumberofWordNet-basedapproaches,including #AUTHOR_TAG, #AUTHOR_TAG,and #AUTHOR_TAG,andfoundthatthemoresophisticatedclass-basedapproachesdonotalwaysoutperformsimplefrequency-basedmodels']",0
"['ouspreviouspseudodisambiguationevaluationsonlyincludeargumentsthatoccurbetween30and3000times #TAUTHOR_TAG.', 'Presumablythelowerboundistohelpensurethenegativeargumentisunobservedbecauseitisunsuitable,notbecauseofdatasparseness.', 'Wewishtouseourmodelonargumentsofanyfrequency,includingthosethatneveroccurredinthetrainingcorpus']","['ouspreviouspseudodisambiguationevaluationsonlyincludeargumentsthatoccurbetween30and3000times #TAUTHOR_TAG.', 'Presumablythelowerboundistohelpensurethenegativeargumentisunobservedbecauseitisunsuitable,notbecauseofdatasparseness.', 'Wewishtouseourmodelonargumentsofanyfrequency,includingthosethatneveroccurredinthetrainingcorpus']","['ouspreviouspseudodisambiguationevaluationsonlyincludeargumentsthatoccurbetween30and3000times #TAUTHOR_TAG.', 'Presumablythelowerboundistohelpensurethenegativeargumentisunobservedbecauseitisunsuitable,notbecauseofdatasparseness.', 'Wewishtouseourmodelonargumentsofanyfrequency,includingthosethatneveroccurredinthetrainingcorpus']","['ouspreviouspseudodisambiguationevaluationsonlyincludeargumentsthatoccurbetween30and3000times #TAUTHOR_TAG.', 'Presumablythelowerboundistohelpensurethenegativeargumentisunobservedbecauseitisunsuitable,notbecauseofdatasparseness.', 'Wewishtouseourmodelonargumentsofanyfrequency,includingthosethatneveroccurredinthetrainingcorpus(andthereforehaveemptycooccurrencefeatures(Section3.3.1)).', '']",1
"['alPreferenceshavealsobeenarecentfocusofresearchersinvestigatingthelearningofparaphrasesandinferencerules #TAUTHOR_TAG.', '']","['alPreferenceshavealsobeenarecentfocusofresearchersinvestigatingthelearningofparaphrasesandinferencerules #TAUTHOR_TAG.', 'Inferences']","['alPreferenceshavealsobeenarecentfocusofresearchersinvestigatingthelearningofparaphrasesandinferencerules #TAUTHOR_TAG.', '']","['alPreferenceshavealsobeenarecentfocusofresearchersinvestigatingthelearningofparaphrasesandinferencerules #TAUTHOR_TAG.', '']",0
"[""comparedanumberoftechniquesforcreatingsimilar-wordsetsandfoundthatboththeJaccardcoefficientand #TAUTHOR_TAGa)'sinformation-theoreticmetricworkbest."", '']","[""comparedanumberoftechniquesforcreatingsimilar-wordsetsandfoundthatboththeJaccardcoefficientand #TAUTHOR_TAGa)'sinformation-theoreticmetricworkbest."", '']","[""comparedanumberoftechniquesforcreatingsimilar-wordsetsandfoundthatboththeJaccardcoefficientand #TAUTHOR_TAGa)'sinformation-theoreticmetricworkbest."", '']","['', "" #AUTHOR_TAGcomparedanumberoftechniquesforcreatingsimilar-wordsetsandfoundthatboththeJaccardcoefficientand #TAUTHOR_TAGa)'sinformation-theoreticmetricworkbest."", 'Similarity-smoothedmodelsaresimpletocompute,potentiallyadaptabletonewdomains,andrequirenomanually-compiledresourcessuchasWordNet']",0
"['parsedthe3GBAQUAINTcorpus #AUTHOR_TAGusingMinipar #TAUTHOR_TAGb),andcollectedverb-objectandverb-subjectfrequencies,buildinganempiricalMImodelfromthisdata.', 'Verbsandnounswereconvertedtotheir(possiblymulti-token)root,andstringcasewaspreserved.', '']","['parsedthe3GBAQUAINTcorpus #AUTHOR_TAGusingMinipar #TAUTHOR_TAGb),andcollectedverb-objectandverb-subjectfrequencies,buildinganempiricalMImodelfromthisdata.', 'Verbsandnounswereconvertedtotheir(possiblymulti-token)root,andstringcasewaspreserved.', '']","['parsedthe3GBAQUAINTcorpus #AUTHOR_TAGusingMinipar #TAUTHOR_TAGb),andcollectedverb-objectandverb-subjectfrequencies,buildinganempiricalMImodelfromthisdata.', 'Verbsandnounswereconvertedtotheir(possiblymulti-token)root,andstringcasewaspreserved.', '']","['parsedthe3GBAQUAINTcorpus #AUTHOR_TAGusingMinipar #TAUTHOR_TAGb),andcollectedverb-objectandverb-subjectfrequencies,buildinganempiricalMImodelfromthisdata.', 'Verbsandnounswereconvertedtotheir(possiblymulti-token)root,andstringcasewaspreserved.', '']",5
"['ouspreviouspseudodisambiguationevaluationsonlyincludeargumentsthatoccurbetween30and3000times #TAUTHOR_TAG.', 'Presumablythelowerboundistohelpensurethenegativeargumentisunobservedbecauseitisunsuitable,notbecauseofdatasparseness.', 'Wewishtouseourmodelonargumentsofanyfrequency,includingthosethatneveroccurredinthetrainingcorpus']","['ouspreviouspseudodisambiguationevaluationsonlyincludeargumentsthatoccurbetween30and3000times #TAUTHOR_TAG.', 'Presumablythelowerboundistohelpensurethenegativeargumentisunobservedbecauseitisunsuitable,notbecauseofdatasparseness.', 'Wewishtouseourmodelonargumentsofanyfrequency,includingthosethatneveroccurredinthetrainingcorpus']","['ouspreviouspseudodisambiguationevaluationsonlyincludeargumentsthatoccurbetween30and3000times #TAUTHOR_TAG.', 'Presumablythelowerboundistohelpensurethenegativeargumentisunobservedbecauseitisunsuitable,notbecauseofdatasparseness.', 'Wewishtouseourmodelonargumentsofanyfrequency,includingthosethatneveroccurredinthetrainingcorpus']","['ouspreviouspseudodisambiguationevaluationsonlyincludeargumentsthatoccurbetween30and3000times #TAUTHOR_TAG.', 'Presumablythelowerboundistohelpensurethenegativeargumentisunobservedbecauseitisunsuitable,notbecauseofdatasparseness.', 'Wewishtouseourmodelonargumentsofanyfrequency,includingthosethatneveroccurredinthetrainingcorpus(andthereforehaveemptycooccurrencefeatures(Section3.3.1)).', '']",1
"['andthenextractthepredicate-argumentpairsthathaveastatisticalassociationinthisdata.', 'WemeasurethisassociationusingpointwiseMutualInformation(MI) #TAUTHOR_TAG.', 'TheMIbetweenaverbpredicate,v,anditsobjectargument,n,is']","['andthenextractthepredicate-argumentpairsthathaveastatisticalassociationinthisdata.', 'WemeasurethisassociationusingpointwiseMutualInformation(MI) #TAUTHOR_TAG.', 'TheMIbetweenaverbpredicate,v,anditsobjectargument,n,is']","['andthenextractthepredicate-argumentpairsthathaveastatisticalassociationinthisdata.', 'WemeasurethisassociationusingpointwiseMutualInformation(MI) #TAUTHOR_TAG.', 'TheMIbetweenaverbpredicate,v,anditsobjectargument,n,is']","['', 'Tocreatethepositives,weautomaticallyparsealargecorpus,andthenextractthepredicate-argumentpairsthathaveastatisticalassociationinthisdata.', 'WemeasurethisassociationusingpointwiseMutualInformation(MI) #TAUTHOR_TAG.', 'TheMIbetweenaverbpredicate,v,anditsobjectargument,n,is']",5
"[""1Forafixedverb,MIisproportionalto #TAUTHOR_TAG'sconditionalprobabilityscoresforpseudodisambiguationof(v,n,nâ\x80²)triples:Pr(v|n)=Pr(v,n)/Pr(n),whichwasshowntobeabettermeasureofassociationthanco-occurrencefrequencyf(v,n)."", 'Normal']","[""1Forafixedverb,MIisproportionalto #TAUTHOR_TAG'sconditionalprobabilityscoresforpseudodisambiguationof(v,n,nâ\x80²)triples:Pr(v|n)=Pr(v,n)/Pr(n),whichwasshowntobeabettermeasureofassociationthanco-occurrencefrequencyf(v,n)."", 'Normalizing']","[""a1Forafixedverb,MIisproportionalto #TAUTHOR_TAG'sconditionalprobabilityscoresforpseudodisambiguationof(v,n,nâ\x80²)triples:Pr(v|n)=Pr(v,n)/Pr(n),whichwasshowntobeabettermeasureofassociationthanco-occurrencefrequencyf(v,n)."", 'Normal']","['', ""Thusratherthanasingletrainingprocedure,wecanactuallypartitiontheexamplesbypredicate,andtraina1Forafixedverb,MIisproportionalto #TAUTHOR_TAG'sconditionalprobabilityscoresforpseudodisambiguationof(v,n,nâ\x80²)triples:Pr(v|n)=Pr(v,n)/Pr(n),whichwasshowntobeabettermeasureofassociationthanco-occurrencefrequencyf(v,n)."", '']",4
"['OLMESisgiventhefollowingsetofsixdomainindependentrules,whicharesimilartotheupwardmonotonerulesintroducedby #TAUTHOR_TAG']","['OLMESisgiventhefollowingsetofsixdomainindependentrules,whicharesimilartotheupwardmonotonerulesintroducedby #TAUTHOR_TAG']","['OLMESisgiventhefollowingsetofsixdomainindependentrules,whicharesimilartotheupwardmonotonerulesintroducedby #TAUTHOR_TAG']","['OLMESisgiventhefollowingsetofsixdomainindependentrules,whicharesimilartotheupwardmonotonerulesintroducedby #TAUTHOR_TAG']",1
"['T #AUTHOR_TAG.', ""Whilemanyapproacheshaveaddressedthisproblem,ourworkismostcloselyrelatedtothatof #TAUTHOR_TAG,whichconverttheinputsintologicalformsandthenattemptto`prove'HfromTplusasetofaxioms."", 'Forinstance, #AUTHOR_TAGrepresentsT,H,andasetofrewriterulesinadescriptionlogicframework,anddeterminesentailmentbysolvinganintegerlinearprogramderivedfromthat']","['T #AUTHOR_TAG.', ""Whilemanyapproacheshaveaddressedthisproblem,ourworkismostcloselyrelatedtothatof #TAUTHOR_TAG,whichconverttheinputsintologicalformsandthenattemptto`prove'HfromTplusasetofaxioms."", 'Forinstance, #AUTHOR_TAGrepresentsT,H,andasetofrewriterulesinadescriptionlogicframework,anddeterminesentailmentbysolvinganintegerlinearprogramderivedfromthat']","['T #AUTHOR_TAG.', ""Whilemanyapproacheshaveaddressedthisproblem,ourworkismostcloselyrelatedtothatof #TAUTHOR_TAG,whichconverttheinputsintologicalformsandthenattemptto`prove'HfromTplusasetofaxioms."", 'Forinstance, #AUTHOR_TAGrepresentsT,H,andasetofrewriterulesinadescriptionlogicframework,anddeterminesentailmentbysolvinganintegerlinearprogramderivedfrom']","['', ""Whilemanyapproacheshaveaddressedthisproblem,ourworkismostcloselyrelatedtothatof #TAUTHOR_TAG,whichconverttheinputsintologicalformsandthenattemptto`prove'HfromTplusasetofaxioms."", 'Forinstance, #AUTHOR_TAGrepresentsT,H,andasetofrewriterulesinadescriptionlogicframework,anddeterminesentailmentbysolvinganintegerlinearprogramderivedfromthatrepresentation']",1
"['studiespresentedby #TAUTHOR_TAGand #AUTHOR_TAGdifferedinthenumberofstatesthattheyused.', 'evaluatedagainstthereducedtagsetof17tagsdevelopedby #AUTHOR_TAG,while #AUTHOR_TAGevaluatedagainstthefullPennTreebanktagset.', 'Weranallourestimatorsinbothconditionshere']","['studiespresentedby #TAUTHOR_TAGand #AUTHOR_TAGdifferedinthenumberofstatesthattheyused.', 'evaluatedagainstthereducedtagsetof17tagsdevelopedby #AUTHOR_TAG,while #AUTHOR_TAGevaluatedagainstthefullPennTreebanktagset.', 'Weranallourestimatorsinbothconditionshere']","['studiespresentedby #TAUTHOR_TAGand #AUTHOR_TAGdifferedinthenumberofstatesthattheyused.', 'evaluatedagainstthereducedtagsetof17tagsdevelopedby #AUTHOR_TAG,while #AUTHOR_TAGevaluatedagainstthefullPennTreebanktagset.', 'Weranallourestimatorsinbothconditionshere']","['studiespresentedby #TAUTHOR_TAGand #AUTHOR_TAGdifferedinthenumberofstatesthattheyused.', 'evaluatedagainstthereducedtagsetof17tagsdevelopedby #AUTHOR_TAG,while #AUTHOR_TAGevaluatedagainstthefullPennTreebanktagset.', '']",1
"[',VB)withrespecttoallofourevaluationmeasures,confirmingtheresultsreportedin #TAUTHOR_TAG.', 'Thisisperhapsnottoosurprising,astheBayesianpriorplaysacomparativelystrongerrolewithasmallertraining']","[',VB)withrespecttoallofourevaluationmeasures,confirmingtheresultsreportedin #TAUTHOR_TAG.', 'Thisisperhapsnottoosurprising,astheBayesianpriorplaysacomparativelystrongerrolewithasmallertrainingcorpus']","['alesserextent,VB)withrespecttoallofourevaluationmeasures,confirmingtheresultsreportedin #TAUTHOR_TAG.', 'Thisisperhapsnottoosurprising,astheBayesianpriorplaysacomparativelystrongerrolewithasmallertrainingcorpus']","['mightbeexpected,ourevaluationmeasuresdisagreesomewhat,butthefollowingbroadtendanciesseemclear.', 'OnsmalldatasetsalloftheBayesianestimatorsstronglyoutperformEM(and,toalesserextent,VB)withrespecttoallofourevaluationmeasures,confirmingtheresultsreportedin #TAUTHOR_TAG.', 'Thisisperhapsnottoosurprising,astheBayesianpriorplaysacomparativelystrongerrolewithasmallertrainingcorpus(whichmakesthelikelihoodtermsmaller)andtheapproximationusedbyVariationalBayesislikelytobelessaccurateonsmallerdatasets']",1
